nquest,quest,nquestp,ncomp,vitgen,ngen,figli,nfigli,parnoit,anconv,stupcf,citpcf,stumcf,citmcf,stupco,citpco,stumco,citmco,contint,CAPI
900711,1,,1,2,,1,1,,,2,1,2,1,,,,,1,1
900715,2,,1,2,,1,1,,,2,2,2,2,,,,,1,1
900718,2,,3,2,,1,2,,1961,2,1,2,1,2,1,2,1,1,1
900719,2,,2,2,,2,,,,2,1,2,1,,,,,1,1
900723,2,,1,2,,2,,2,,2,1,2,1,,,,,1,1
900727,2,,1,2,,1,1,2,,2,2,2,2,,,,,1,1
900732,2,,2,1,3,1,2,,1984,2,2,2,2,2,2,2,2,1,1
900751,1,,4,1,2,2,,,1996,2,1,2,1,2,1,2,1,1,1
900757,2,,2,1,1,1,1,2,,2,1,2,1,,,,,1,1
900763,2,,1,2,,2,,,,2,1,2,1,,,,,1,1
900796,1,,2,2,,1,2,,1964,3,1,7,1,2,1,2,1,1,1
900798,1,,2,2,,1,3,,1963,7,1,7,1,2,1,2,1,1,1
900800,1,,2,2,,2,,2,,3,1,1,,,,,,1,1
900805,1,,2,2,,2,,,1967,2,1,2,1,2,1,2,1,2,1
900808,1,,2,2,,2,,2,,3,1,3,,,,,,2,1
900812,2,,2,2,,1,1,,,3,1,2,1,,,,,2,1
900818,2,,3,2,,1,1,,1990,1,1,1,1,1,1,5,1,1,1
900820,2,,4,1,3,2,,,1988,3,1,3,1,3,1,3,1,3,1
900827,2,,2,1,2,2,,2,,4,1,3,1,,,,,3,1
900829,2,,5,1,4,2,,,1992,4,2,3,2,4,2,3,2,1,1
900830,2,,3,1,2,2,,2,,2,1,2,1,,,,,1,1
900837,2,,5,1,3,2,,,2008,2,2,2,2,2,2,2,2,2,1
900843,2,,1,1,2,2,,2,,3,1,3,1,,,,,2,1
900852,1,,3,1,1,1,1,,1978,1,1,1,1,1,1,1,1,1,1
900854,1,,3,2,,1,2,,1971,1,1,1,1,1,1,1,1,2,1
900856,1,,3,,,2,,2,,2,,2,,,,,,3,1
900857,1,,5,1,1,1,2,,1990,2,1,1,1,2,1,2,1,2,1
900863,2,,4,1,1,2,,,1978,3,1,2,1,2,1,2,1,3,1
900864,2,,3,1,1,2,,2,,1,1,1,1,,,,,1,1
900873,2,,3,1,3,2,,,1993,2,1,2,1,2,1,2,1,5,1
900876,2,,5,1,1,2,,,1998,2,1,2,1,2,1,2,1,4,1
900880,2,,3,1,4,2,,,1998,2,1,2,1,2,1,2,1,1,1
900886,2,,3,1,4,2,,,2007,4,1,2,1,3,2,3,2,2,1
900887,2,,4,1,3,2,,,2005,3,1,4,1,2,1,2,1,2,1
900894,1,,2,2,,1,2,,1956,1,1,1,1,1,1,2,1,1,1
900895,1,,1,2,,2,,2,,2,1,2,1,,,,,1,1
900901,1,,5,1,2,2,,,1984,2,1,2,1,2,1,2,1,2,1
900902,1,,5,2,,1,1,,1983,2,1,2,1,2,1,2,1,2,1
900903,1,,2,1,4,1,1,,1978,2,1,3,1,2,1,2,1,2,1
900907,1,,2,1,1,1,1,,1989,2,1,2,1,2,1,2,1,1,1
900908,2,,2,2,,2,,2,,5,1,4,1,,,,,1,1
900909,2,,1,2,,1,2,,,1,1,1,1,,,,,1,1
900916,2,,2,2,,1,1,,1962,2,1,2,1,2,1,1,1,1,1
900944,1,,2,2,,1,2,,1973,3,1,3,1,4,1,3,1,1,1
900945,1,,2,2,,1,2,,1974,1,1,1,1,1,1,1,1,1,1
900946,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
900948,1,,2,2,,1,3,,1967,2,1,1,1,1,1,1,1,1,1
900949,1,,1,2,,1,1,,,7,1,1,1,,,,,2,1
900952,1,,2,2,,1,2,,1965,1,1,1,1,1,1,1,1,3,1
900955,1,,1,2,,1,2,,,2,1,1,1,,,,,1,1
900962,2,,2,2,,1,2,,1967,1,1,1,1,1,1,1,1,1,0
900995,1,,2,1,1,1,2,,1971,1,1,1,1,1,1,1,1,1,1
900996,1,,3,1,2,2,,,1985,2,1,1,1,2,1,1,1,1,1
900997,1,,2,1,2,1,3,,1978,2,1,1,1,1,1,1,1,1,1
901002,1,,4,1,2,2,,,1989,1,1,1,1,1,1,1,1,1,1
901003,1,,1,2,,1,3,2,,1,1,1,1,,,,,1,1
901004,1,,1,2,,1,3,2,,1,1,1,1,,,,,1,1
901005,1,,4,1,3,2,,,1984,1,1,1,1,1,1,1,1,1,1
901048,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
901051,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
901052,1,,3,1,1,1,2,,1979,2,1,2,1,2,1,2,1,1,1
901057,1,,3,2,,2,,2,,4,1,3,,,,,,1,1
901061,2,,2,2,,1,2,,1965,1,1,1,1,1,1,1,1,1,1
901067,2,,1,1,2,2,,2,,3,1,2,1,,,,,1,0
901068,2,,1,2,,1,1,,,2,1,2,1,,,,,1,1
901072,2,,1,1,2,2,,2,,2,2,2,2,,,,,3,1
901073,2,,2,2,,1,2,,1968,1,1,1,1,1,1,1,1,1,1
901083,2,,1,2,,1,1,,,1,2,1,2,,,,,1,1
901097,1,,2,2,,1,2,,1971,5,1,2,1,4,1,3,1,2,1
901099,1,,2,2,,1,2,,,2,1,2,1,,,,,2,1
901116,2,,4,1,2,2,,,2000,2,1,2,1,2,1,2,1,2,1
901121,2,,2,1,2,2,,2,,3,1,4,1,,,,,1,1
901124,2,,4,1,2,2,,,1999,2,1,2,1,2,1,2,1,2,1
901126,2,,3,1,3,2,,,2007,2,1,2,1,3,1,4,1,2,1
901128,2,,3,1,4,2,,,2009,3,1,3,1,4,1,4,1,2,1
901146,1,,2,2,,2,,,2000,2,1,2,1,2,1,2,1,1,1
901150,1,,1,2,,2,,2,,7,3,7,1,,,,,1,1
901152,1,,1,1,1,2,,2,,7,3,7,1,,,,,1,1
901164,2,,3,2,,2,,,1995,7,1,1,1,7,1,7,1,1,1
901177,2,,6,1,2,2,,,2000,7,3,7,,7,1,7,1,1,1
901189,2,,1,1,2,2,,2,,2,1,2,1,,,,,1,1
901198,1,,1,2,,2,,2,,3,1,3,1,,,,,1,1
901200,1,,3,2,,1,1,,1978,2,1,2,1,2,1,2,1,2,1
901204,1,,2,2,,2,,,,2,1,2,1,,,,,1,0
901206,1,,4,1,4,2,,,1990,2,1,2,1,3,1,3,1,1,1
901208,2,,4,1,3,2,,,1990,2,1,2,1,2,1,2,1,2,1
901210,2,,2,2,,1,2,,1956,1,1,1,1,1,1,1,1,1,0
901212,2,,2,2,,1,2,,1958,1,1,1,1,1,1,1,1,1,1
901217,2,,2,2,,2,,2,,3,1,3,1,,,,,1,0
901258,2,,2,1,2,1,1,,1978,2,1,3,1,2,1,3,1,1,1
901259,2,,1,2,,2,,,,1,1,1,1,,,,,1,1
901263,2,,2,2,,1,1,,1974,2,1,2,1,1,1,1,1,1,1
901265,2,,1,2,,1,4,,,1,1,2,1,,,,,1,1
901269,2,,2,1,2,2,,,1991,2,1,2,1,2,1,2,1,1,0
901294,1,,1,2,,1,1,,,2,1,1,1,,,,,1,0
901295,1,,1,2,,2,,2,,2,1,2,1,,,,,1,1
901304,2,,5,1,2,2,,,2008,3,1,3,,3,1,3,1,1,1
901315,2,,3,2,,2,,,1974,1,1,1,1,1,1,1,1,2,1
901316,2,,3,1,1,1,2,,1973,1,1,1,1,1,1,1,1,2,0
901345,1,,1,2,,1,1,,,4,1,4,1,,,,,1,1
901350,1,,1,2,,1,2,,,1,1,1,1,,,,,3,1
901352,2,,1,2,,2,,2,,2,1,2,1,,,,,2,1
901376,2,,7,1,1,2,,,2003,4,1,4,1,4,1,3,1,2,1
901394,1,,1,1,1,1,1,1,,3,1,3,1,,,,,3,1
901398,1,,2,2,,2,,2,,2,1,2,1,,,,,2,1
901400,1,,3,2,,1,2,,1980,2,1,2,1,2,1,2,1,1,0
901401,1,,1,2,,2,,2,,2,1,2,1,,,,,1,0
901402,1,,4,1,2,2,,,1994,3,1,3,1,7,1,2,1,3,1
901403,1,,4,,,2,,2,,2,,2,,,,,,3,1
901405,2,,1,1,1,2,,2,,4,1,4,1,,,,,3,1
901407,2,,1,2,,1,1,,,2,1,2,1,,,,,1,0
901409,2,,1,2,,1,4,,,2,1,2,1,,,,,1,1
901411,2,,2,2,,1,2,,1966,2,1,2,1,2,1,2,1,2,1
901412,2,,1,2,,1,2,2,,3,1,1,1,,,,,1,1
901416,2,,1,2,,2,,2,,2,1,2,1,,,,,2,0
901444,1,,1,2,,2,,2,,2,1,2,1,,,,,1,1
901445,1,,2,2,,2,,2,,4,1,2,1,,,,,1,1
901448,1,,1,2,,2,,,,1,1,7,1,,,,,1,0
901449,1,,1,2,,2,,,,2,1,2,1,,,,,1,1
901450,1,,1,2,,2,,2,,1,1,1,1,,,,,1,1
901453,1,,1,2,,2,,2,,5,1,5,1,,,,,1,0
901454,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
901460,1,,2,2,,1,4,,1967,2,1,2,1,2,1,2,1,1,1
901461,1,,2,2,,2,,,1987,2,1,2,1,2,1,2,1,1,1
901466,1,,1,2,,2,,2,,2,1,1,1,,,,,1,1
901467,1,,2,2,,1,3,,1972,4,1,4,1,3,1,3,1,2,1
901470,1,,4,2,,2,,,1976,2,1,2,1,1,1,2,1,1,1
901471,1,,3,2,,2,,,,2,1,1,1,,,,,1,1
901472,1,,1,2,,2,,2,,2,1,1,1,,,,,1,1
901474,1,,3,1,2,2,,,1993,3,1,3,1,7,1,7,1,4,1
901476,1,,2,1,2,2,,2,,3,1,3,1,,,,,1,1
901477,1,,1,2,,2,,2,,2,1,2,1,,,,,1,1
901480,1,,1,1,1,2,,2,,5,1,4,1,,,,,2,1
901481,1,,5,1,2,2,,,2013,2,1,2,1,2,1,2,1,2,1
901485,1,,5,2,,1,3,,1965,1,1,1,1,7,1,7,1,1,1
901487,1,,6,2,,2,,,1987,2,1,2,1,2,1,2,1,2,1
901493,1,,4,1,4,2,,,1998,2,1,2,1,2,1,3,1,3,0
901494,1,,3,2,,1,1,,1958,3,1,3,1,2,1,2,1,1,1
901496,1,,1,2,,2,,,,3,1,3,1,,,,,1,0
901497,1,,2,2,,1,3,,1962,7,3,7,3,7,3,7,3,1,1
901498,1,,2,2,,1,2,2,,1,1,7,,,,,,1,1
901501,1,,1,2,,1,3,,,7,1,7,1,,,,,1,1
901505,1,,1,2,,2,,,,2,1,2,1,,,,,1,0
901506,1,,2,2,,2,,2,,2,1,2,,,,,,1,1
901508,1,,5,2,,2,,,2003,2,1,2,1,2,1,2,1,1,1
901511,1,,4,1,1,1,1,,25,1,1,1,,2,1,2,1,1,1
901514,1,,1,1,1,2,,2,,4,1,5,1,,,,,3,0
901515,1,,3,2,,1,1,,1967,4,1,3,1,2,1,3,1,2,1
901516,1,,1,2,,1,2,,,1,1,2,1,,,,,3,0
901521,1,,6,1,1,2,,,1993,1,1,2,,2,1,1,1,1,1
901523,1,,2,2,,1,4,,1967,1,1,1,1,1,1,1,1,2,0
901525,1,,3,2,,1,2,,1967,2,1,2,1,2,1,2,1,2,1
901531,2,,2,2,,1,3,,1969,2,1,2,1,2,1,2,1,1,1
901533,2,,2,2,,1,4,,1967,1,1,1,1,1,1,1,1,2,0
901554,2,,2,2,,1,2,,1973,2,1,2,1,2,1,2,1,2,1
901556,2,,2,2,,1,3,,1973,2,1,1,1,1,1,1,1,2,1
901574,2,,5,2,,1,8,,1967,1,1,1,1,2,1,1,1,1,1
901582,2,,3,1,1,1,1,,1978,4,1,3,1,5,1,3,1,1,1
901585,2,,5,2,,1,1,,1977,1,1,1,1,1,1,1,1,1,1
901586,2,,1,2,,1,2,,,2,1,2,1,,,,,3,0
901591,2,,2,1,2,2,,,1980,3,1,2,1,1,1,1,1,3,1
901595,2,,1,2,,2,,2,,2,1,1,1,,,,,2,1
901597,2,,4,,,2,,2,,1,,2,,,,,,1,1
901599,2,,1,2,,2,,,,2,1,1,1,,,,,1,1
901602,2,,3,2,,1,3,,1971,1,1,1,1,2,1,2,1,1,1
901608,2,,3,2,,2,,2,,4,1,3,,,,,,2,0
901610,2,,1,1,1,2,,2,,4,1,4,1,,,,,1,0
901612,2,,3,1,1,1,1,,1982,1,1,1,1,1,1,1,1,1,1
901623,2,,1,2,,2,,2,,2,1,2,1,,,,,1,0
901635,2,,4,1,1,2,,,1993,3,1,2,1,2,1,2,1,1,0
901673,2,,1,1,2,2,,2,,2,1,2,1,,,,,1,1
901746,1,,2,2,,1,2,,1958,1,1,1,1,1,1,1,1,1,1
901747,1,,1,2,,1,3,,,1,1,1,1,,,,,1,1
901751,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
901752,1,,1,2,,1,1,,,2,1,1,1,,,,,1,1
901754,1,,4,1,2,2,,,1980,2,1,2,1,2,1,2,1,1,1
901755,1,,3,1,2,2,,2,,3,1,3,1,,,,,1,1
901756,1,,3,2,,1,1,,1978,2,1,2,1,2,1,2,1,1,1
901757,2,,1,2,,1,1,,,2,1,2,1,,,,,1,1
901761,1,,6,1,2,2,,,1985,2,1,2,1,2,1,2,1,1,1
901762,2,,2,2,,1,1,,,1,1,1,1,,,,,1,1
901765,2,,1,2,,1,1,,,2,1,1,1,,,,,1,1
901767,2,,3,1,2,2,,2,,3,1,3,1,,,,,1,1
901768,2,,1,1,1,1,2,2,,2,1,2,1,,,,,1,1
901799,1,,1,2,,1,1,,,2,1,2,1,,,,,1,1
901800,1,,1,2,,1,1,,,2,1,2,1,,,,,1,1
901802,1,,1,2,,1,1,,,2,1,2,1,,,,,1,1
901807,2,,1,1,2,2,,2,,2,1,2,1,,,,,1,1
901810,2,,4,1,3,2,,,1986,2,1,2,1,2,1,2,1,2,1
901849,1,,1,2,,2,,2,,2,1,2,1,,,,,1,1
901853,2,,2,2,,1,1,,1969,2,1,2,1,2,1,2,1,2,1
901855,2,,2,1,1,1,2,,1971,3,1,2,1,2,1,2,1,2,1
901857,2,,4,1,1,2,,,2002,2,1,1,1,2,1,2,1,1,1
901859,2,,2,2,,1,1,,1971,2,1,2,1,2,1,2,1,2,1
901876,2,,1,1,1,2,,2,,2,1,2,1,,,,,1,0
901879,2,,9,1,2,2,,,1991,2,1,2,1,2,1,2,1,1,0
901899,1,,1,2,,1,6,,,2,1,1,1,,,,,1,1
901908,2,,6,2,,1,4,,,1,1,1,1,,,,,1,1
901913,2,,2,2,,2,,2,,3,1,2,1,,,,,1,1
901914,2,,2,2,,1,1,2,,5,1,3,1,,,,,1,1
901947,1,,2,2,,1,2,,1964,2,1,2,1,2,1,2,1,2,1
901950,1,,3,2,,1,3,,1968,2,1,2,1,2,1,2,1,2,1
901952,1,,1,2,,1,1,,,2,1,2,1,,,,,2,1
901954,1,,2,1,2,2,,2,,2,1,2,1,,,,,3,1
901955,1,,4,2,,1,3,,1963,1,1,1,1,1,1,1,1,2,1
901957,1,,2,2,,1,1,,1968,2,1,2,1,2,1,2,1,2,1
901958,1,,3,2,,2,,,1970,4,1,3,1,4,1,4,1,2,1
901960,1,,2,1,1,1,2,,1959,2,1,2,1,2,1,2,1,2,1
901961,1,,1,2,,1,2,,,1,1,2,1,,,,,2,1
901962,1,,2,2,,1,1,,,1,1,1,1,,,,,1,1
901963,1,,1,2,,1,2,,,2,1,2,1,,,,,2,1
901965,1,,2,2,,2,,2,,2,1,2,,,,,,1,1
901967,1,,2,1,1,2,,2,,2,1,2,1,,,,,1,0
901968,1,,2,2,,2,,,1973,2,1,2,1,3,1,2,1,1,1
901972,1,,2,2,,1,2,,1961,4,1,2,1,2,1,2,1,1,1
901977,2,,2,2,,2,,2,,2,1,2,,,,,,1,1
901979,2,,1,1,1,2,,2,,2,1,2,1,,,,,1,1
901981,2,,4,1,4,2,,,2006,3,1,4,1,4,1,4,1,1,1
901984,2,,1,1,2,2,,2,,4,1,4,1,,,,,1,1
901994,1,,1,2,,1,2,,,2,1,2,1,,,,,1,1
902002,1,,1,2,,1,3,,,1,1,1,1,,,,,1,1
902006,1,,1,2,,1,3,,,1,1,1,1,,,,,1,1
902008,1,,1,2,,1,2,,,2,1,2,1,,,,,4,1
902009,1,,2,2,,1,1,,1977,1,1,1,1,1,1,1,1,1,1
902010,1,,2,1,2,1,2,,1978,2,1,1,1,2,1,1,1,1,1
902011,1,,2,1,1,1,2,,1974,2,1,2,1,2,1,2,1,3,1
902017,2,,3,2,,1,2,,1976,1,1,1,1,1,1,1,1,3,1
902021,2,,5,2,,1,2,,1965,1,1,1,1,1,1,1,1,1,1
902023,2,,1,2,,1,2,2,,2,1,2,1,,,,,1,1
902025,2,,1,2,,2,,2,,2,1,1,1,,,,,1,1
902026,2,,2,1,2,1,3,,1978,1,1,1,1,2,1,1,1,1,1
902043,2,,3,1,2,2,,2,,3,1,3,1,,,,,1,1
902046,1,,1,2,,2,,,,4,1,4,1,,,,,1,1
902047,1,,1,2,,1,2,2,,3,1,2,1,,,,,1,1
902048,1,,2,2,,1,1,,1958,3,1,2,1,2,1,3,1,1,1
902049,1,,1,2,,1,1,2,,4,1,3,1,,,,,1,1
902050,1,,2,2,,1,1,,1951,1,1,2,1,2,1,2,1,1,1
902051,1,,2,1,3,2,,,1985,2,1,2,1,2,1,2,1,1,1
902052,1,,2,2,,1,1,,1952,2,1,2,1,2,1,2,1,1,1
902054,1,,1,2,,1,1,,,1,1,1,1,,,,,1,1
902057,2,,4,1,2,2,,,1997,2,1,2,1,2,1,2,1,2,1
902061,2,,2,2,,1,2,,1974,3,1,3,1,3,1,3,1,1,1
902063,2,,2,1,1,1,1,,1964,2,1,2,1,2,1,2,1,1,1
902064,2,,1,2,,2,,2,,2,1,2,1,,,,,1,1
902065,2,,2,2,,1,1,,1982,2,1,2,1,3,1,2,1,1,1
902102,1,,2,2,,2,,,1968,2,1,1,1,2,1,1,1,1,1
902104,1,,3,2,,1,1,,1975,2,1,2,1,2,1,2,1,1,1
902108,2,,3,1,1,2,,2,,2,1,2,,,,,,1,1
902110,2,,2,2,,1,1,,1977,1,1,1,1,1,1,1,1,1,1
902116,2,,4,1,3,2,,,1988,2,1,2,1,3,1,2,1,1,1
902118,2,,2,2,,2,,,,1,1,1,1,,,,,1,1
902121,2,,5,1,1,2,,,1985,2,1,2,1,2,1,2,1,1,1
902124,2,,2,1,1,1,2,,,1,1,1,1,,,,,1,1
902130,2,,3,2,,1,1,,,2,1,2,1,,,,,1,1
902145,1,,1,2,,1,2,,,2,1,2,1,,,,,1,1
902146,1,,3,2,,1,1,,1970,2,1,1,1,1,1,1,1,1,1
902150,1,,1,2,,1,4,,,1,1,1,1,,,,,1,1
902152,2,,2,2,,1,3,,1970,2,1,1,1,1,1,1,1,1,1
902156,2,,3,2,,2,,,1970,1,1,1,1,1,1,1,1,1,1
902157,2,,4,1,1,2,,2,,1,1,3,,,,,,1,1
902165,2,,1,2,,1,2,,,1,1,1,1,,,,,1,1
902196,1,,2,2,,1,2,,,2,1,2,1,,,,,2,1
902197,1,,1,2,,1,1,,,1,1,1,1,,,,,4,1
902202,1,,2,2,,2,,,1965,2,1,2,1,2,1,2,1,1,1
902205,1,,4,1,2,1,1,,1980,2,1,1,1,2,1,3,1,2,1
902206,2,,3,2,,1,2,,1970,2,1,2,1,1,1,1,1,2,1
902207,2,,1,2,,1,2,,,1,1,1,1,,,,,1,1
902209,2,,2,2,,2,,1,,2,1,2,1,,,,,6,1
902211,2,,3,1,1,1,1,,1978,2,1,2,1,1,1,1,1,2,1
902214,2,,4,2,,1,2,,1971,2,1,2,1,2,1,2,1,3,1
902215,2,,2,1,1,1,1,2,,2,1,2,1,,,,,5,1
902226,2,,2,1,1,2,,,,1,1,2,1,,,,,1,1
902242,2,,1,1,2,2,,2,,3,1,4,1,,,,,4,1
902247,1,,1,2,,2,,2,,3,1,2,1,,,,,1,1
902252,1,,1,2,,2,,2,,3,1,2,1,,,,,1,1
902253,1,,2,1,1,2,,2,,2,1,1,1,,,,,2,1
902262,2,,3,2,,1,2,,1975,1,1,1,1,1,1,2,1,1,1
902268,2,,2,2,,1,2,,1965,1,1,1,1,1,1,2,1,1,1
902269,2,,3,2,,1,1,,,1,1,1,1,,,,,1,1
902281,2,,2,2,,2,,,,1,1,2,1,,,,,1,1
902287,2,,2,1,2,2,,2,,2,1,4,1,,,,,1,1
902298,1,,5,1,1,2,,,2005,2,1,1,,7,1,7,1,1,1
902304,1,,2,2,,1,2,,1970,2,1,2,1,2,1,1,1,1,1
902305,1,,6,2,,2,,2,,2,1,3,1,,,,,2,1
902309,2,,1,2,,1,3,,,1,1,2,1,,,,,1,1
902313,2,,3,2,,2,,2,,2,1,3,1,,,,,1,1
902316,2,,4,1,3,1,1,,1985,1,1,1,1,7,1,7,1,1,1
902326,2,,4,1,2,2,,,2002,2,1,2,1,7,1,2,1,1,1
902327,2,,1,1,2,2,,2,,2,1,3,1,,,,,1,1
902346,1,,1,2,,2,,2,,4,1,3,1,,,,,1,1
902347,1,,2,2,,1,2,,1952,2,1,1,1,1,1,1,1,2,1
902351,1,,1,2,,1,3,,,2,1,2,1,,,,,2,1
902394,1,,2,2,,1,2,,1961,2,1,7,1,2,1,2,1,2,1
902396,1,,2,2,,1,2,,1968,2,1,2,1,1,1,1,1,3,1
902397,1,,3,1,2,1,1,,1976,1,1,1,1,1,1,1,1,3,1
902400,1,,1,2,,1,1,,,2,1,2,1,,,,,2,1
902401,1,,4,1,3,2,,,1987,2,1,2,1,2,1,2,1,4,1
902403,1,,1,2,,1,2,,,2,1,2,1,,,,,4,1
902407,1,,1,2,,2,,,,1,1,1,1,,,,,1,1
902411,2,,1,2,,1,2,,,1,1,1,1,,,,,2,1
902413,2,,4,2,,2,,,1972,1,1,1,1,1,1,1,1,1,1
902414,2,,3,1,3,2,,,1982,2,1,2,1,2,1,1,1,2,1
902417,2,,2,1,1,1,2,,1972,2,1,2,1,2,1,2,1,1,1
902420,2,,4,1,2,2,,,1983,2,1,2,1,2,1,2,1,2,1
902448,1,,2,2,,1,2,,1975,2,1,2,1,2,1,2,1,2,1
902454,1,,1,2,,1,3,,,2,1,2,1,,,,,2,1
902460,2,,1,2,,1,2,2,,4,1,4,1,,,,,1,1
902461,2,,3,1,1,1,1,,1981,2,1,3,1,2,1,2,1,3,1
902468,2,,1,2,,1,1,,,2,1,2,1,,,,,1,1
902476,2,,1,1,1,2,,2,,5,1,5,1,,,,,2,1
902491,2,,1,1,1,2,,2,,4,1,4,1,,,,,2,1
902497,1,,2,2,,1,2,,1971,1,1,2,1,1,1,1,1,1,1
902498,1,,4,1,3,2,,,1985,4,1,3,1,2,1,2,1,1,1
902499,1,,4,1,1,1,1,,1973,2,1,2,1,2,1,2,1,1,1
902501,1,,3,2,,1,1,,1980,2,1,2,1,2,1,2,1,1,1
902502,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
902511,2,,2,1,1,2,,2,,1,1,1,,,,,,1,1
902548,1,,1,2,,1,2,,,2,1,2,1,,,,,1,1
902549,1,,1,2,,2,,2,,3,1,3,1,,,,,1,1
902550,1,,2,2,,1,2,,,1,1,1,1,,,,,1,1
902552,1,,4,1,3,2,,,1990,2,1,2,1,2,1,2,1,1,1
902557,1,,2,2,,1,3,,1965,1,1,1,1,1,1,1,1,1,1
902558,1,,1,2,,2,,2,,1,1,1,1,,,,,1,1
902560,1,,2,2,,2,,2,,3,1,3,1,,,,,1,1
902563,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
902569,1,,2,2,,1,3,,,1,1,1,1,,,,,3,1
902572,1,,3,,,2,,2,,1,,1,,,,,,1,1
902575,1,,8,1,4,1,4,,1981,2,1,2,1,1,1,1,1,1,1
902580,1,,2,2,,1,3,,1960,1,1,1,1,2,1,1,1,2,1
902581,1,,1,2,,2,,2,,1,1,1,1,,,,,1,1
902585,1,,4,1,1,2,,,2009,2,1,2,1,2,1,2,1,3,1
902597,1,,3,2,,1,1,,1990,1,1,1,1,1,1,1,1,1,1
902601,1,,3,2,,2,,2,,1,1,1,1,,,,,2,1
902602,1,,2,2,,1,2,,1955,1,1,7,1,7,1,7,1,2,1
902604,1,,2,2,,1,5,,1958,1,1,1,1,1,1,1,1,1,1
902605,1,,3,2,,1,2,,1963,1,1,1,1,1,1,1,1,1,1
902608,1,,3,1,2,2,,,1998,3,1,3,1,2,1,7,1,1,1
902612,2,,1,2,,2,,,,2,1,2,1,,,,,1,1
902621,2,,3,2,,1,1,,1965,1,1,1,1,1,1,1,1,1,1
902630,2,,4,1,3,2,,,2009,2,1,2,,2,1,2,1,1,1
902633,2,,2,1,1,1,2,,,1,1,1,1,,,,,1,1
902641,2,,2,2,,1,1,,1964,1,1,1,1,1,1,1,1,1,0
902643,2,,5,,,2,,2,,2,,1,,,,,,2,1
902644,2,,2,2,,2,,2,,1,1,2,,,,,,1,1
902648,2,,3,1,1,1,2,,1973,1,1,1,1,1,1,1,1,1,1
902666,2,,2,1,1,1,2,,1978,1,1,1,1,1,1,1,1,2,1
902669,2,,3,1,1,1,2,,1979,7,1,7,1,2,1,2,1,1,1
902673,2,,2,1,2,1,1,,1983,1,1,1,1,2,1,1,1,1,1
902674,2,,4,,,2,,2,,3,,4,,,,,,2,1
902675,2,,2,1,2,1,1,,1990,1,1,1,1,2,1,1,1,2,1
902677,2,,2,1,2,1,1,,1985,3,1,2,1,3,1,3,1,1,1
902680,2,,1,1,1,1,1,2,,2,1,1,1,,,,,1,1
902682,2,,5,2,,2,,,1981,1,1,1,1,1,1,1,1,1,1
902689,2,,2,1,1,2,,2,,3,1,1,1,,,,,5,1
902712,2,,5,1,4,2,,,1990,3,1,3,1,2,1,2,1,2,1
902727,2,,4,1,4,2,,,1993,2,1,1,1,2,1,1,1,1,1
902749,2,,6,1,4,2,,,2010,1,1,1,1,1,1,1,1,1,1
902750,2,,1,2,,2,,2,,1,1,1,1,,,,,1,1
902768,2,,4,1,4,2,,,2005,2,1,2,1,2,1,2,1,1,1
902772,2,,3,2,,1,1,2,,1,1,1,1,,,,,1,1
902784,2,,3,1,3,1,1,,1979,3,1,3,1,7,3,7,3,2,1
902811,2,,3,1,3,2,,,1993,2,1,2,1,2,1,1,1,2,1
902835,2,,1,2,,2,,2,,2,1,1,1,,,,,2,1
902837,2,,5,2,,1,1,2,,3,,3,1,,,,,4,1
902845,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
902847,1,,3,,,2,,2,,3,,3,,,,,,2,1
902869,2,,5,1,2,2,,,1989,4,1,3,1,7,1,3,1,2,1
902872,2,,4,1,3,1,1,,1989,2,1,2,1,2,1,2,1,2,0
902875,2,,5,2,,1,1,,1998,2,1,2,1,2,1,2,1,3,1
902876,2,,4,1,2,2,,,2000,2,1,2,1,4,1,2,1,2,1
902878,2,,3,1,2,2,,1,,2,1,2,1,,,,,2,1
902880,2,,4,1,4,2,,,1995,2,2,2,2,2,2,2,2,3,0
902886,2,,2,1,2,2,,2,,3,2,3,2,,,,,3,1
902889,2,,1,2,,1,2,,,1,1,1,1,,,,,2,1
902896,1,,2,1,1,1,2,,1971,2,1,2,1,2,1,2,1,3,1
902897,1,,4,2,,1,1,,1970,1,1,1,1,1,1,1,1,1,0
902909,2,,3,1,1,2,,,1995,2,1,2,1,2,1,2,1,2,1
902913,2,,3,2,,2,,,1984,1,1,1,1,1,1,1,1,2,1
902915,2,,4,1,1,2,,,1989,1,1,2,1,3,1,1,1,3,0
902916,2,,4,1,2,2,,,1997,1,1,2,,3,1,3,1,1,1
902917,2,,3,1,1,2,,,1990,1,1,1,1,1,1,1,1,2,0
902944,1,,2,1,2,1,3,,2014,2,1,2,1,2,1,2,1,1,1
902945,1,,1,2,,2,,2,,1,1,2,1,,,,,1,1
902947,1,,2,2,,1,2,,,1,1,1,1,,,,,1,1
902948,1,,1,1,1,1,2,2,,2,1,2,1,,,,,1,1
